가고일스, gargoyles
콘베이어, conveyor
프레서, pressor
벨트라인, beltline
벨티드, belted
벨팅, belting
벱스, BEPS
벳치, vetch
벵갈린, bengaline
보, baud
보가드, VOGAD
보그, bog
보글리보스, voglibose
보나, VONA
보난자그램, bonanzagram
보낭, bonang
보너스, bonus
쿼터, quota
보네올, borneol
보넬리아, bonellia
보넷, bonnet
보노보, bonobo
보다스, VODAS
보더, boarder
보더, border
보덱스, vortex
마카, marker
보드, bowed
피크트, peaked
보드, baud
보드룸, boardroom
보드웨이, boardway
보드카, vodka
보드킨, bodkin
베어링, baring
브리퍼, briefer
세이퍼, shaper
셰이퍼스, shapers
스캐닝, scanning
스테빌리티, stability
보디, Body
앤드, And
소울, Soul
위킹, walking
컨셔스, conscious
콘셔스, conscious
클로드즈, clothes
클로스, clothes
토크, talk
트렌스포트, transport
폴딩, folding
보디가드, bodyguard
보디드, boarded
보디빌더, bodybuilder
보디빌딩, bodybuilding
세러피, therapy
보디워크, bodywork
보디클렌징, bodycleansing
보딩, boarding
보라, bora
보라존, borazon
보라졸, borazol
보란, borane
보랄, boral
보레인, borane
보로, borrow
보로니아, boronia
보롤, borolls
보륨, bohrium
보르나프린, bornaprine
보르네올, borneol
보르조이, borzoi
보르탁, VORTAC
보르트, bort
보리지, borage
보리코나졸, voriconazole
슬라임, slime
보머, bomber
보미토리아, vomitoria
보미톡신, vomitoxin
보밀, bomyl
보브캣, bobcat
보비, bobby
보비스, bobbys
와인더, winder
보센탄, bosentan
보수, bosu
보스, both
보스내핑, bossnapping
십, ship
보스터, boaster
보스턴, boston
보스트, boast
보스트로, vostro
스트링, string
보아, boa
보어, bore
보어, boa
보어홀, borehole
보웬, bowen
보윙, bowing
보이디드, voided
보이스, boys
보이시, boyish
보이어리즘, voyeurism
보이즈, boys
보이코트, boycott
보이콧, boycott
보이콰이어, boychoir
보이프렌드, boyfriend
보일, voile
보일드, boiled
보잉, bowing
보즈, boards
보치아, boccia
보컬리스트, vocalist
보케이션, vocation
보코더, vocoder
보크, balk
보크, BOK
보크라인, balkline
보크사이트, bauxite
보큰, voken
보타니컬, botanical
보태니컬, botanical
보터, boater
보털, vortal
애시, ash
파싱, parsing
보테로모르프, Boteromorph
보테이터, votator
보텍, VORTAC
보텔, boatel
보톡스, botox
인젝션, injection
보투리눔, botulinum
보툴리누스, botulinus
보툴리눔, botulinum
보툴리늄, botulinum
보툴리즘, botulism
보툴린, botulin
보튤리즘, botulism
토잉, towing
홀드맨, holdman
보트리티스, botrytis
보트맨, boatman
보틀넥, bottleneck
보틀리즘, botulism
보티셀라, vorticella
보티시즘, vorticism
보팅, boating
보피스, BOPIS
보핀도롤, bopindolol
보헤미안, Bohemian
복서, boxer
복셀, voxel
복스, box
커미션, commission
테인트, taint
본넬, vonnel
본데라이징, bonderizing
본드, boned
플레이스먼트, placement
앤티시페이션, anticipation
노트, notes
본디드, bonded
플럭스, flux
본레스, boneless
차이나, china
본테복, bontebok
본헤드, bonehead
레트리버, retriever
리턴드, returned
리스판서빌러티, responsibility
스태프, staff
워셔, washer
엘보, ellbow
쿠션, cushion
크롭, crop
클래시파이어, classifier
볼, Bol
프로세서, Processor
프로텍션, protection
해드, had
핸들러, handler
호그, hog
호깅, hogging
볼더링, bouldering
볼드, bold
볼드릭, baldric
볼드윈, Baldwin
볼라, bola
볼라드, bollard
볼라스테론, bolasterone
볼라조신, volazocine
볼러, bowler
볼런터리, voluntary
볼런테인먼트, voluntainment
볼런투어리즘, voluntourism
볼런티어, volunteer
볼로, bolo
볼로메트릭, bolometric
볼로미터, bolometer
볼루미닌, voluminin
볼루트, volute
볼루틴, volutin
볼룸, ballroom
볼류트, volute
이니셜라이즈, initialize
볼리우드, Bollywood
파티시펀트, participant
볼링거, bollinger
볼멧, volmet
볼스터, bolster
볼슨, bolson
볼타모그램, voltammogram
볼타미터, voltameter
볼탐메트리, voltammetry
볼턴, bolton
섬, thumb
볼테조밉, bortezomib
볼텍스, voltex
볼토니아, boltonia
볼트메타, voltmeter
볼트미터, voltmeter
볼트암미터, voltammeter
볼트, volt
볼티옥세틴, vortioxetine
볼티지, voltage
볼팅, vaulting
볼포인트, ballpoint
칼로리메터, calorimeter
봄바, bomba
봄배스트, bombast
봄보, bombo
봄빅신, bombyxin
봅, bob
봅슬레드, bobsled
봅슬레이, bobsleigh
봇, bot
봇넷, botnet
봉, bong
봉고, bongo
봉크, bonk
부걸루, boogaloo
부겐빌레아, bougainvillaea
부기, boogie
부기, boogey
우기, woogie
부나조신, bunazosin
부다브로, buddhabrot
부데소니드, budesonide
부디핀, budipine
부루신, brucine
부루텅, bluetongue
부르시콘, bursicon
부르키니, burquini
부마디존, bumadizone
부마지돈, bumazidone
부메랑, boomerang
부메타니드, bumetanide
부바르디아, bouvardia
부발디아, bouvardia
부부, boubou
부비, booby
부셸, bushel
부쉘, bushel
부스코판, buscopan
부스트, boost
시즌스, seasons
이큐, EQ
부스피론, buspirone
부시, Bush
부시, bush
파일럿, pilot
부시벅, bushbuck
부신도롤, bucindolol
부실라민, bucillamine
부요, booyo
리눅스, linux
부이진, buisine
부점, bosom
플라워스, flowers
부처, butcher
부처스, butchers
톱스, tops
부츠레트, bootslet
부치, butch
부콜롬, bucolome
부쿠몰롤, bucumolol
부클라데신, bucladesine
부클리진, buclizine
부클릿, booklet
부킹, booking
부타디엔, butadiene
부타미레이트, butamirate
부타미포스, butamifos
부타바르비탈, butabarbital
부타졸리딘, butazolidin
부타클로르, butachlor
부탁사민, butaxamine
부탄다이온, butanedione
부탄다이올, butanediol
부탄온, butanone
부탄올, butanol
부탈리로날, Butallylonal
부탈리탈, buthalital
부탈비탈, butalbital
부탐벤, butamben
부테노라이드, butenolide
부텐, butene
부토바르비탈, butobarbital
부톨파놀, butorphanol
플루, flu
피롬, PROM
부트립타일린, butriptyline
부트피, BOOTP
부티, bootee
부티나조신, butinazocine
부티크, boutique
부틴, butyne
부틸, butyl
부틸렌, butylene
부틸바이닐, butylvinyl
비닐, vinyl
부틸히드록시, butylhydroxy
아니솔, anisole
톨루엔, toluen
부파디에놀리드, bufadienolide
부페드론, Buphedrone
부펙사막, bufexamac
부펜카르브, bufencarb
부포탈린, bufotalin
부프라놀롤, bupranolol
부프레놀핀, buprenorphine
부프로피온, bupropion
부피바카인, bupivacaine
북마크, bookmark
포탈, portal
북바인딩, bookbinding
북앤드, bookend
북엔드, bookend
북키핑, bookkeeping
분가로톡신, bungarotoxin
불, bull
워런트, warrant
불도깅, bulldogging
불도깅, bulldoging
헤드락, headlock
헤드록, headlock
불도저, bulldozer
불렛, bullet
불리, bully
불리시, bullish
불리언, Boolean
불리언, bullion
불리오프, bullyoff
불리온, bullion
불리틴, bulletin
불릿, bullet
불보카프닌, bulbocapnine
불스, bulls
테리어, terrier
불펜, bullpen
갤로우, gallow
뱅, vang
뱁, bap
뷔글, bugle
뷰글, bugle
뷰데이터, viewdata
뷰러, viewer
뷰렛트, burette
뷰어, viewer
뷰잉, viewing
뷰카, VUCA
뷰타다이엔, butadiene
뷰타인, butyne
뷰탄올, butanol
뷰트, butte
뷰티어트, beautet
뷰티풀, beautiful
큐어, cure
뷰틸렌, butylene
뷰틸바이닐, butylvinyl
뷰틸, butyl
뷰포트, viewport
브금, BGM
브델륨, bdellium
브라가도시오, braggadocio
브라디키닌, bradykinin
브라렛, bralette
브라스, brass
너클스, knukles
브라슬, brothel
크리퍼, creeper
브라시노스테로이드, brassinosteroid
브라예트, brayette
브라우니, brownie
브라우니안, Brownian
브라우즈, browse
브라우터, brouter
아이드, eyed
에일, ale
브라운필드, brownfield
브라이닝, brining
브라이덜, bridal
브라이들, bridal
브라이들, bridle
브라이들즈, bridals
브라이스, bryce
브라이어, briar
브라이즈, brides
브라이즈메이드, bridesmaid
브라이즈헤드, Brideshead
샙우드, sapwood
컬러, collar
브라이트너, brightener
브라이트니스, brightness
브라인, brine
슈림프, shrimp
브라질우드, brazilwood
브라커텔, brocatelle
브라케, braccae
브라큐리, brachyury
키니, kini
브라키오사우루스, brachiosaurus
브라키플라스트, brachyplast
브랄로바르비탈, brallobarbital
브래드, brad
브래디키닌, bradykinin
브래사트, brassart
브래스츠스트로크, breaststroke
브래시노라이드, brassinolide
브래지어, brassiere
브래키에이션, brachiation
브래키팅, bracketing
브래킹, bracking
아이덴티티, identity
에퀴티, equity
커뮤니티, community
포지셔닝, positioning
하이재킹, hijacking
브랜디, brandy
브랜디드, branded
엔터테인먼트, entertainment
브랜치, branch
브랫, bratt
브러쉬, brush
아크, arc
컬러링, coloring
플렉시블, flexible
브러시트, brushed
브러싱, brushing
브런치, brunch
브레그마, bregma
브레드, bread
브레드보드, breadboard
브레디닌, bredinin
브레마조신, bremazocine
브레스, breath
커치프, kerchief
브레스티드, breasted
브레이디드, braided
쉴드, shield
어박스, abox
브레이스드, braced
브레이슬릿, bracelet
브레이시즈, braces
브레이싱, bracing
올, or
브레이크슈, brakeshoe
브레이크스루, breakthrough
브레이크어웨이, breakaway
브레이킹, breaking
브레인, brain
라이팅, writing
프리즈, freeze
브레인스토밍, brainstorming
브레인웨어, brainware
브레타제닐, bretazenil
브레트왈다, Bretwalda
브레틸리움, bretylium
브렉시트, Brexit
브렉퍼스트, breakfast
브렌치, branch
브렛트, bourette
브로가, Broga
브로그, brogue
브로깅, broguing
브로노폴, bronopol
브로드, broad
브로드밴드, broadband
업소버, absorber
브로드밴딩, broadbanding
스톰, storm
브로드캐스팅, broadcasting
브로드클로스, broadcloth
브로드테일, broadtail
브로디, brodie
브로디파코움, brodifacoum
브로디파쿰, brodifacoum
브로마디올론, bromadiolone
브로마실, bromacil
브로마제팜, bromazepam
브로마진, bromazine
브로맨스, bromance
브로메린, bromelin
브로메이트, bromate
브로메탈린, bromethalin
브로멜라인, bromelain
브로멜린, bromelin
브로모디펜하이드라민, bromodiphenhydramine
브로모크레솔, bromocresol
퍼플, purple
브로모크립틴, bromocriptine
브로모티몰, bromothymol
브로모페놀, bromophenol
브로모포름, bromoform
브로모포스, bromophos
에틸, ethyl
브로모폼, bromoform
브로민, bromine
브로민칼리, brominekali
브로비악, broviac
카테터, catheter
브로슈어, brochure
브로슈어웨어, brochureware
브로스키, broski
브로슬, brothel
브로울, brawl
브로움, brome
브로이더리, broidery
브로일러, broiler
브로치, broach
브로칭, broaching
브로커리지, brokerage
브로커스, brokers
브로컬리, broccoli
브로케이드, brocade
브로케이디드, brocaded
브로콜리, broccoli
수프, soup
스프, soup
브로큰, broken
리스트, wrists
브로톡스, brotox
브로티졸람, brotizolam
브로페바르비탈, brophebarbital
브록, brock
브록콜리, broccoli
브론즈, bronze
브론즈드, bronzed
브론징, bronzing
브론토바이트, brontobyte
브론토사우루스, brontosaurus
브론토사우르스, brontosaurus
브론토테륨, brontotherium
브롬라이트, bromlite
브롬싸이몰, bromthymol
불루, blue
브롬페낙, bromfenac
브롬페니라민, brompheniramine
브롬헥신, bromhexine
브롯지, brooch
브롱코, bronco
브루, brew
브루기아, brugia
브루셀라, Brucella
브루신, brucine
브루크, bruck
브루클린, brooklyn
브루터, brouter
브룩클린, brooklyn
브룬펠시아, brunfelsia
브룸, broom
브리간틴, brigantine
브리나제, brinase
브리더, breeder
브리더, breather
브리딩, breathing
브리머, brimmer
브리스트스트로크, breaststroke
브리스틀, bristol
브리슬, bristle
브리싱, breathing
브리즈웨이, breezeway
커패시터, capacitor
브리지웨어, bridgeware
브리징, bridging
브리치, bleach
브리치, breech
브리켓, briquet
브리퍼스, briefers
브리프, brief
브리프케이스, briefcase
브릭, brick
브릭스, BRICS
브릭시트, Brixit
브릭월, brickwall
브린, brin
브린졸라미드, brinzolamide
브린졸아미드, brinzolamide
브릴리언트, brilliant
브릿지, bridge
브이, v
암락, armlock
암록, armlock
인터페이스, Interface
코스피, KOSPI
브이더블유피, VWP
브이디, VD
브이디시, VDC
브이디아르, VDR
브이디에스, VDS
브이디에스엘, VDSL
브이디유, VDU
브이디티, VDT
브이디피, VDP
브이디피에스, VDPS
브이랜, VLAN
브이램, VRAM
브이로그, vlog
브이브이아이피, VVIP
브이비아르, VBR
브이비아이, VBI
브이비엠, VBM
브이비오, VBO
스톨, STOL
브이시, VC
브이시디, VCD
브이시브이, VCV
브이시아르, VCR
브이시아이, VCI
브이시알, VCR
브이시에스, VCS
브이시에이치, VCH
브이시엔, VCN
브이시유지, VCUG
브이시이, VCE
브이시티, VCT
브이시티아르, VCTR
브이시피아이, VCPI
브이아르, VR
브이아르디, VRD
브이아르비, VRB
브이아르시, VRC
브이아르아르, VRR
브이아르아르피, VRRP
브이아르에스피, VRSP
브이아르에이, VRA
브이아르엠엘, VRML
브이아르피, VRP
브이아이, VI
브이아이비, VIB
브이아이시에스, VICS
브이아이에스, VIS
브이아이에스에스아르, VISSR
브이아이엑스, VIX
브이아이티에스, VITS
브이아이피, VIP
브이아이피에이, VIPA
브이아이피엔, VIPN
브이알, VR
브이에스, VS
인버터, inverter
브이에스더블유아르, VSWR
브이에스디, VSD
브이에스브이, VSV
브이에스비, VSB
브이에스시에스, VSCS
브이에스에이엠, VSAM
브이에스에이티, VSAT
브이에스엔, VSN
브이에스오에스, VSOS
브이에스이, VSE
브이에스티, VST
