english,korean
" ""consol's""", '칸살즈'
 'consolable', '컨소우러벌'
 'consolably', '컨소우러브리'
 'consolata', '칸소우라터'
 'consolation', '칸서레이시언'
 'consolations', '칸서레이시언즈'
 'console', '칸소울'
 'console', '컨소울'
 'consoled', '컨소울드'
 'consoles', '컨소울즈'
 'consoli', '칸소우리'
 'consolidate', '컨사리데이트'
 'consolidated', '컨사러데이터드'
" ""consolidated's""", '컨사리데이티즈'
 'consolidates', '컨사리데이츠'
 'consolidating', '컨사러데이팅'
 'consolidation', '컨사러데이시언'
 'consolidations', '컨사리데이시언즈'
 'consolidator', '컨사리데이터'
 'consolidators', '컨사리데이터즈'
 'consoling', '컨소우링'
 'consolo', '칸소우로우'
 'consonant', '칸서넌트'
 'consonantal', '칸서나널'
 'consonantal', '칸서난털'
 'consonants', '칸서넌츠'
 'consort', '컨소르트'
 'consortia', '컨소르시어'
 'consorting', '컨소르팅'
 'consortium', '컨소르시이엄'
 'consortium', '컨소르시이엄'
" ""consortium's""", '컨소르시이엄즈'
" ""consortium's""", '컨소르시이엄즈'
 'consortiums', '컨소르시엄즈'
 'consortiums', '컨소르시이엄즈'
 'conspicuous', '컨스피키우어스'
 'conspicuously', '컨스피키우어스리'
 'conspiracies', '컨스피러시즈'
 'conspiracy', '컨스피러시'
 'conspirator', '컨스피러터'
 'conspiratorial', '컨스피러토리얼'
 'conspiratorially', '컨스피러토리어리'
 'conspiratorially', '컨스피러토리어리'
 'conspirators', '컨스피러터즈'
 'conspire', '컨스파이어'
 'conspired', '컨스파이어드'
 'conspiring', '컨스파이링'
 'constable', '칸스터벌'
 'constables', '칸스터벌즈'
 'constabulary', '컨스태비어레리'
 'constance', '칸스턴스'
 'constancy', '칸스턴시'
 'constant', '칸스턴트'
" ""constant's""", '칸스턴츠'
 'constanta', '칸스탄터'
 'constantin', '컨스탠틴'
 'constantina', '칸스탄티너'
 'constantine', '칸스턴타인'
 'constantine', '칸스턴틴'
 'constantinides', '칸스탠터니디즈'
 'constantinides', '칸스턴터니더스'
 'constantino', '칸스턴티노우'
 'constantinople', '칸스탠터노우펄'
 'constantinos', '칸스턴티노우스'
 'constantly', '칸스턴트리'
 'constants', '칸스턴츠'
 'constar', '칸스타르'
 'constellation', '칸스터레이시언'
" ""constellation's""", '칸스터레이시언즈'
 'constellations', '칸스터레이시언즈'
 'consternation', '칸스터네이시언'
 'constipate', '칸스터페이트'
 'constipated', '칸스터페이터드'
 'constipates', '칸스터페이츠'
 'constipation', '칸스터페이시언'
 'constituencies', '컨스티추언시즈'
 'constituency', '컨스티추언시'
 'constituent', '컨스티추언트'
 'constituents', '컨스티추언츠'
" ""constituents'""", '컨스티추언츠'
 'constitute', '칸스터투트'
 'constituted', '칸스터투터드'
 'constitutes', '칸스터투츠'
 'constituting', '칸스터투팅'
 'constitution', '칸스터투시언'
" ""constitution's""", '칸스티투시언즈'
 'constitutional', '칸스터투시어널'
 'constitutionality', '칸스티투시어내리티'
 'constitutionally', '칸스터투시어너리'
 'constitutionist', '칸스터투시어니스트'
 'constitutionists', '칸스터투시어니스츠'
 'constitutions', '칸스티투시언즈'
 'constitutive', '칸스티투티브'
 'constrain', '컨스트레인'
 'constrained', '컨스트레인드'
 'constraining', '컨스트레이닝'
 'constrains', '컨스트레인즈'
 'constraint', '컨스트레인트'
 'constraints', '컨스트레인츠'
 'constrict', '컨스트리크트'
 'constricted', '컨스트리크터드'
 'constricting', '컨스트리크팅'
 'constriction', '컨스트리크시언'
 'constrictions', '컨스트리크시언즈'
 'constrictor', '컨스트리크터'
 'constrictors', '컨스트리크터즈'
 'construcciones', '컨스트루치오우네이즈'
 'construct', '칸스트러크트'
 'construct', '컨스트러크트'
 'constructed', '컨스트러크터드'
 'constructed', '컨스트러크티드'
 'constructing', '컨스트러크팅'
 'construction', '컨스트러크시언'
 'constructionist', '컨스트러크시어니스트'
 'constructions', '컨스트러크시언즈'
 'constructive', '컨스트러크티브'
 'constructively', '컨스트러크티브리'
 'constructor', '컨스트러크터'
 'constructors', '컨스트러크터즈'
 'constructs', '칸스트러크츠'
 'constructs', '컨스트러크츠'
 'construe', '컨스트루'
 'construed', '컨스트루드'
 'consuela', '컨쉐이러'
 'consul', '칸설'
 'consular', '칸서러'
 'consulate', '칸서러트'
 'consulates', '칸서러츠'
 'consuls', '칸설즈'
 'consulship', '칸설시이프'
 'consult', '컨설트'
 'consultancy', '컨설턴시'
 'consultant', '컨설턴트'
" ""consultant's""", '컨설턴츠'
 'consultants', '컨설턴츠'
" ""consultants'""", '컨설턴츠'
 'consultation', '칸설테이시언'
 'consultations', '칸설테이시언즈'
 'consultative', '컨설터티브'
 'consulted', '컨설터드'
 'consulted', '컨설티드'
 'consulting', '컨설팅'
 'consults', '컨설츠'
 'consumable', '컨수머벌'
 'consume', '컨숨'
 'consumed', '컨숨드'
 'consumer', '컨수머'
" ""consumer's""", '컨수머즈'
 'consumerism', '컨수머이점'
 'consumerist', '컨수머이스트'
 'consumerists', '컨수머이스츠'
 'consumers', '컨수머즈'
" ""consumers'""", '컨수머즈'
 'consumes', '컨숨즈'
 'consuming', '컨수밍'
 'consummate', '칸서메이트'
 'consummate', '칸서머트'
 'consummated', '칸서메이터드'
 'consummates', '칸서메이츠'
 'consummating', '칸서메이팅'
 'consummation', '칸서메이시언'
 'consumption', '컨섬프시언'
 'consumption', '컨섬시언'
 'contac', '칸태크'
 'contact', '칸태크트'
 'contacted', '칸태크티드'
 'contacting', '칸태크팅'
 'contactless', '칸태크트레스'
 'contacts', '칸태크스'
 'contacts', '칸태크츠'
 'contadora', '칸터도러'
 'contagion', '컨테이전'
 'contagious', '컨테이저스'
 'contagiousness', '컨테이저스너스'
 'contain', '컨테인'
 'contained', '컨테인드'
 'container', '컨테이너'
" ""container's""", '컨테이너즈'
 'containerboard', '컨테이너보르드'
 'containerize', '컨테이너아이즈'
 'containerized', '컨테이너아이즈드'
 'containers', '컨테이너즈'
" ""containers'""", '컨테이너즈'
 'containing', '컨테이닝'
 'containment', '컨테인먼트'
 'contains', '컨테인즈'
 'contaminant', '컨태머넌트'
 'contaminants', '컨태머넌츠'
 'contaminate', '컨태머네이트'
 'contaminated', '컨태머네이티드'
 'contaminates', '컨태머네이츠'
 'contaminating', '컨태머네이팅'
 'contamination', '컨태머네이시언'
 'contant', '칸턴트'
 'conte', '콘트'
 'conte', '콘테이'
 'contel', '칸텔'
 'contemn', '컨템'
 'contemplate', '칸텀프레이트'
 'contemplated', '칸텀프레이티드'
 'contemplates', '칸텀프레이츠'
 'contemplating', '칸텀프레이팅'
 'contemplation', '칸텀프레이시언'
 'contemplative', '컨템프러티브'
 'contempo', '칸템포우'
 'contemporaneous', '컨템퍼에이니어스'
 'contemporaneously', '컨템퍼에이니어스리'
 'contemporaries', '컨템퍼에리즈'
 'contemporary', '컨템퍼에리'
 'contempt', '컨템프트'
 'contemptible', '컨템프터벌'
 'contemptuous', '컨템프추어스'
 'contemptuously', '컨템프춰스리'
 'contend', '컨텐드'
 'contended', '컨텐디드'
 'contender', '컨텐더'
 'contenders', '컨텐더즈'
 'contending', '컨텐딩'
 'contends', '컨텐즈'
 'contends', '컨텐즈'
 'content', '칸텐트'
 'content', '컨텐트'
 'contented', '컨텐터드'
 'contented', '컨텐티드'
 'contentedly', '컨텐터드리'
 'contention', '컨텐시언'
 'contentioned', '컨텐시언드'
 'contentions', '컨텐시언즈'
 'contentious', '컨텐시어스'
 'contentiousness', '컨텐시어스너스'
 'contentment', '컨텐트먼트'
 'contento', '컨텐토우'
 'contents', '칸텐츠'
 'contents', '컨텐츠'
 'contest', '칸테스트'
 'contest', '컨테스트'
" ""contest's""", '칸테스츠'
 'contestable', '컨테스터벌'
 'contestant', '컨테스턴트'
 'contestants', '컨테스턴츠'
 'contested', '컨테스터드'
 'contesting', '컨테스팅'
 'contests', '칸테스'
 'contests', '칸테스츠'
 'contests', '컨테스'
 'contests', '컨테스츠'
 'context', '칸테크스트'
 'contexts', '칸테크스츠'
 'contextual', '칸테크스추얼'
 'conti', '칸티'
 'contibel', '칸티벌'
 'conticommodity', '칸티커마디티'
 'contiguous', '컨티기우어스'
 'continent', '칸터넌트'
" ""continent's""", '칸터넌츠'
 'continental', '칸터네널'
 'continental', '칸터넨털'
" ""continental's""", '칸터넨털즈'
 'continentally', '칸터네너리'
 'continentally', '칸터넨터리'
 'continentals', '칸터네널즈'
 'continentals', '칸터넨털즈'
 'continents', '칸터넌츠'
 'contingencies', '컨틴전시즈'
 'contingency', '컨틴전시'
 'contingent', '컨틴전트'
 'contingents', '컨틴전츠'
 'contini', '컨티니'
 'contino', '칸티노우'
 'continual', '컨티니우얼'
 'continually', '컨티니우어리'
 'continually', '컨티니우리'
 'continuance', '컨티니우언스'
 'continuances', '컨티니우언시즈'
 'continuation', '컨티니우에이시언'
 'continue', '컨티니우'
 'continued', '컨티니우드'
 'continues', '컨티니우즈'
 'continuing', '컨티니우잉'
 'continuity', '칸터누어티'
 'continuous', '컨티니우어스'
 'continuously', '컨티니우어스리'
 'continuum', '컨티니우엄'
 'contois', '컨토아'
 'contort', '컨토르트'
 'contorted', '컨토르터드'
 'contortion', '컨토르시언'
 'contortionist', '컨토르시어너스트'
 'contortions', '컨토르시언즈'
 'contorts', '컨토르츠'
 'contos', '칸토우즈'
 'contour', '칸투르'
 'contoured', '칸투르드'
 'contours', '칸투르즈'
 'contra', '칸트러'
 'contraband', '칸트러밴드'
 'contrabassoon', '칸트러배순'
 'contraception', '칸트러세프시언'
 'contraceptive', '칸트러세프티브'
 'contraceptives', '칸트러세프티브즈'
 'contract', '칸트래크트'
 'contract', '컨트래크트'
" ""contract's""", '칸트래크츠'
 'contracted', '칸트래크터드'
 'contracting', '칸트래크팅'
 'contraction', '컨트래크시언'
 'contractionary', '컨트래크시어네리'
 'contractions', '컨트래크시언즈'
 'contractor', '칸트래크터'
" ""contractor's""", '칸트래크터즈'
 'contractors', '칸트래크터즈'
" ""contractors'""", '컨트래크터즈'
 'contracts', '칸트래크츠'
 'contracts', '컨트래크츠'
 'contractual', '컨트래크추얼'
 'contractually', '컨트래크추어리'
 'contradict', '칸트러디크트'
 'contradicted', '칸트러디크터드'
 'contradicting', '칸트러디크팅'
 'contradiction', '칸트러디크시언'
 'contradictions', '칸트러디크시언즈'
 'contradictorily', '칸트러디크터어리'
 'contradictory', '칸트러디크터이'
 'contradicts', '칸트러디크츠'
 'contran', '칸트랜'
 'contraption', '컨트래프시언'
 'contraptions', '컨트래프시언즈'
 'contrapunction', '컨트래푸크천'
 'contrapunctual', '컨트래푸크추얼'
 'contrarian', '칸트레리언'
 'contrarians', '컨트레리언즈'
 'contrariness', '칸트레리너스'
 'contrary', '칸트레리'
 'contrary', '컨트레리'
 'contras', '칸트러즈'
 'contras', '콘트러즈'
" ""contras'""", '칸트러즈'
 'contrast', '칸트래스트'
 'contrast', '컨트래스트'
 'contrasted', '컨트래스터드'
 'contrasting', '컨트래스팅'
 'contrasts', '칸트래스'
 'contrasts', '칸트래스츠'
 'contrasts', '컨트래스'
 'contrasts', '컨트래스츠'
 'contravene', '칸트러빈'
 'contravention', '칸트러벤천'
 'contreras', '칸트레라즈'
 'contretemps', '칸트러템프스'
 'contribute', '컨트리비우트'
 'contributed', '컨트리비우티드'
 'contributes', '컨트리비우츠'
 'contributing', '컨트리비우팅'
 'contribution', '칸트러비우시언'
 'contributions', '칸트러비우시언즈'
 'contributor', '컨트리비어터'
 'contributors', '컨트리비어터즈'
 'contributory', '컨트리비어토리'
 'contrite', '컨트라이트'
 'contrition', '컨트리시언'
 'contrivance', '컨트라이번스'
 'contrivances', '컨트라이번시즈'
 'contrive', '컨트라이브'
 'contrived', '컨트라이브드'
 'control', '컨트로울'
" ""control's""", '컨트로울즈'
 'controladora', '컨트로우러도러'
 'controllable', '컨트로우러벌'
 'controlled', '컨트로울드'
 'controller', '컨트로우러'
" ""controller's""", '컨트로우러즈'
 'controllers', '컨트로우러즈'
" ""controllers'""", '컨트라러즈'
 'controlling', '컨트로우링'
 'controls', '컨트로울즈'
" ""controls'""", '칸트랄즈'
 'controversial', '칸트러버시얼'
 'controversies', '칸트러버시즈'
 'controversy', '칸트러버시'
 'contura', '칸투러'
 'contusion', '컨투전'
 'contusions', '컨투전즈'
 'conundrum', '커넌드럼'
 'conus', '코우너스'
 'convair', '칸베르'
 'convalesce', '칸버레스'
 'convalescence', '칸버레선스'
 'convalescent', '칸버레선트'
 'convection', '컨베크시언'
 'convective', '컨베크티브'
 'convene', '컨빈'
 'convened', '컨빈드'
 'convenes', '컨빈즈'
 'convenience', '컨비니언스'
 'conveniences', '컨비니언시즈'
 'convenient', '컨비니언트'
 'conveniently', '컨비니언트리'
 'convening', '컨비닝'
 'convent', '칸벤트'
 'convent', '칸번트'
 'convention', '컨벤시언'
" ""convention's""", '컨벤시언즈'
 'conventional', '컨벤시어널'
 'conventionally', '컨벤시어너리'
 'conventioneer', '컨벤시어니르'
 'conventioneers', '컨벤시어니르즈'
 'conventions', '컨벤시언즈'
 'convents', '칸벤츠'
 'convents', '칸번츠'
 'converge', '컨버지'
 'converged', '컨버지드'
 'convergence', '컨버전스'
 'convergent', '컨버전트'
 'converging', '컨버징'
 'conversant', '컨버선트'
 'conversation', '칸버세이시언'
 'conversational', '칸버세이시어널'
 'conversationalist', '칸버세이시어너러스트'
 'conversations', '칸버세이시언즈'
 'converse', '칸버스'
 'converse', '컨버스'
 'conversed', '컨버스트'
 'conversely', '칸버스리'
 'converses', '칸버서즈'
 'converses', '컨버서즈'
 'conversing', '컨버싱'
 'conversion', '컨버전'
" ""conversion's""", '컨버전즈'
 'conversions', '컨버전즈'
 'convert', '칸버트'
 'convert', '컨버트'
 'converted', '컨버티드'
 'converter', '컨버터'
 'converters', '컨버터즈'
 'convertibility', '칸버티비리티'
 'convertible', '컨버터벌'
 'convertibles', '컨버터벌즈'
 'converting', '컨버팅'
 'converts', '칸버츠'
 'converts', '컨버츠'
 'convery', '칸버이'
 'convex', '칸베크스'
 'convex', '컨베크스'
 'convey', '컨베이'
 'conveyance', '컨베이언스'
 'conveyed', '컨베이드'
 'conveyer', '컨베이어'
 'conveying', '컨베이잉'
 'conveyor', '컨베이어'
 'conveys', '컨베이즈'
 'convict', '칸비크트'
 'convict', '컨비크트'
" ""convict's""", '칸비크츠'
 'convicted', '컨비크터드'
 'convicting', '컨비크팅'
 'conviction', '컨비크시언'
 'convictions', '컨비크시언즈'
 'convicts', '칸비크츠'
 'convicts', '컨비크츠'
 'conville', '칸빌'
 'convince', '컨빈스'
 'convinced', '컨빈스트'
 'convinces', '컨빈시즈'
 'convincing', '컨빈싱'
 'convincingly', '컨빈싱리'
 'convivial', '컨비비얼'
 'convocation', '칸버케이시언'
 'convoke', '칸보우크'
 'convoked', '칸보우크트'
 'convolute', '칸버루트'
 'convoluted', '칸버루터드'
 'convolution', '칸버루시언'
 'convoy', '칸보이'
 'convoys', '칸보이즈'
 'convulsant', '커벌선트'
 'convulsants', '컨벌선츠'
 'convulsion', '컨벌시언'
